INSTNM,SAT_AVG_ALL,UGDS,UGDS_WHITE,MD_EARN_WNE_P10
Drew University,NULL,1346,0.5624,50800
duCret School of Arts,NULL,27,0.3704,PrivacySuppressed
Lincoln Technical Institute-South Plainfield,NULL,313,0.5048,33800
Essex County College,NULL,9828,0.0756,29200
Empire Beauty School-Union,NULL,107,0.0654,17000
Fairleigh Dickinson University-Metropolitan Campus,1020,3707,0.253,48400
Felician University,878,1600,0.3013,41900
Fairleigh Dickinson University-Florham Campus,1020,2505,0.5764,48400
Hohokus School of Trade and Technical Sciences,NULL,201,0.2985,PrivacySuppressed
Georgian Court University,945,1352,0.5865,42800
Rowan University,1065,12912,0.6887,49400
Rowan College at Gloucester County,NULL,6128,0.6896,33400
Empire Beauty School-Cherry Hill,NULL,82,0.2439,15700
Harris School of Business-Cherry Hill Campus,NULL,436,0.2179,23400
Eastwick College-Ramsey,NULL,709,0.4415,37900
Holy Name Medical Center School of Nursing,NULL,171,0.386,64500
Hudson County Community College,NULL,8510,0.1156,28100
New Jersey City University,865,6201,0.229,42100
Joe Kubert School of Cartoon and Graphic Art,NULL,99,0.7172,PrivacySuppressed
Kean University,928,11755,0.36,46000
Harris School of Business-Voorhees Campus,NULL,406,0.4483,20900
Lincoln Technical Institute-Union,NULL,1157,0.2083,33800
Rizzieri Aveda School for Beauty and Wellness,NULL,247,0.7328,19500
Mercer County Community College,NULL,7012,0.3828,33700
Middlesex County College,NULL,10675,0.3093,35700
Monmouth University,1037,4661,0.7436,50300
Montclair State University,NULL,16129,0.4428,48900
HackensackUMC Mountainside School of Nursing,NULL,63,0.5238,72500
JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,NULL,383,0.3786,66700
Eastwick College-Nutley,NULL,323,0.2848,30700
Empire Beauty School-Jersey City,NULL,80,0.075,15700
New Brunswick Theological Seminary,NULL,NULL,NULL,NULL
Robert Fiance Beauty Schools-West New York,NULL,311,0.045,14100
New Jersey Institute of Technology,1205,7049,0.3348,65900
Ocean County College,NULL,7535,0.7388,33200
P B Cosmetology Education Center,NULL,215,0.6326,19000
Parisian Beauty School,NULL,316,0.4177,24000
Passaic County Community College,NULL,7906,0.1687,26200
Pennco Tech-Blackwood,NULL,1172,0.4778,33700
Princeton Theological Seminary,NULL,NULL,NULL,64300
Princeton University,1490,5260,0.4454,80500
Rabbinical College of America,NULL,258,0.9109,30500
Ramapo College of New Jersey,1090,5425,0.6404,48000
Robert Fiance Beauty Schools-Perth Amboy,NULL,185,0.1297,17300
Rider University,1014,4039,0.6247,50200
Roman Academy of Beauty Culture,NULL,40,0.6,25900
Rutgers University-Camden,1187,4835,0.5479,56400
Rutgers University-New Brunswick,1187,35102,0.4157,56400
Rutgers University-Newark,1187,7208,0.246,56400
St Francis Medical Center-School of Radiologic Technology,NULL,16,1,NULL
Saint Francis Medical Center School of Nursing,NULL,58,0.6379,NULL
Saint Peter's University,918,2424,0.1766,44500
Salem Community College,NULL,1021,0.5024,27100
Seton Hall University,1145,5818,0.5079,56400
Atlantic Beauty & Spa Academy LLC,NULL,124,0.4919,PrivacySuppressed
College of Saint Elizabeth,806,778,0.3213,42800
Raritan Valley Community College,NULL,6177,0.5333,35800
Stevens Institute of Technology,1340,2956,0.66,87300
Stockton University,1074,7765,0.7203,46800
Talmudical Academy-New Jersey,NULL,66,0.9697,PrivacySuppressed
Teterboro School of Aeronautics,NULL,137,0.3358,53400
Thomas Edison State University,NULL,12283,0.5179,50000
The College of New Jersey,1227,6590,0.656,56200
Sanford-Brown Institute-Iselin,NULL,219,0.2877,27900
Union County College,NULL,10745,0.1797,31500
William Paterson University of New Jersey,990,9279,0.4336,44300
Olympian Academy of Cosmetology,NULL,1068,0.2706,16100
Central New Mexico Community College,NULL,21410,0.2944,29600
Navajo Technical University,NULL,1359,0.0007,17000
De Wolff College Hair Styling and Cosmetology,NULL,47,0.1489,18000
New Mexico State University-Dona Ana,983,5804,0.1502,33400
Clovis Community College,NULL,1793,0.4646,25200
Eastern New Mexico University-Main Campus,947,3627,0.4591,29300
Eastern New Mexico University-Roswell Campus,947,1629,0.3333,29300
Institute of American Indian and Alaska Native Culture and Arts Development,NULL,263,0.0608,PrivacySuppressed
New Mexico Highlands University,NULL,2128,0.2077,35600
New Mexico Junior College,NULL,1719,0.3432,29200
New Mexico Military Institute,970,428,0.3178,36600
University of New Mexico-Gallup Campus,1040,2000,0.042,34900
New Mexico Institute of Mining and Technology,1191,1502,0.5346,52900
University of New Mexico-Los Alamos Campus,1040,713,0.3029,34900
University of New Mexico-Main Campus,1040,19886,0.354,34900
New Mexico State University-Alamogordo,983,892,0.4865,33400
New Mexico State University-Carlsbad,983,674,0.3635,33400
New Mexico State University-Grants,983,330,0.1515,33400
New Mexico State University-Main Campus,983,11887,0.296,33400
University of New Mexico-Valencia County Campus,1040,1592,0.2569,34900
Northern New Mexico College,NULL,828,0.1039,28500
San Juan College,NULL,5669,0.4094,30600
Santa Fe Community College,NULL,3401,0.3496,30700
Santa Fe University of Art and Design,NULL,857,0.4434,36900
University of the Southwest,NULL,446,0.1188,38900
Southwestern College,NULL,NULL,NULL,NULL
Southwestern Indian Polytechnic Institute,NULL,397,0,21400
University of New Mexico-Taos Campus,1040,848,0.2347,34900
Mesalands Community College,NULL,563,0.389,23700
Vogue College of Cosmetology-Santa Fe,NULL,88,0.1932,NULL
Western New Mexico University,NULL,1866,0.2862,30600
Vaughn College of Aeronautics and Technology,NULL,1525,0.137,48400
Adelphi University,1094,4813,0.545,55200
Adirondack Community College,NULL,3301,0.8849,30700
Globe Institute of Technology,NULL,446,0.1121,22000
Bryant & Stratton College-Albany,NULL,418,0.4617,22900
Albany College of Pharmacy and Health Sciences,1176,1001,0.6523,122600
Albany Law School,NULL,NULL,NULL,83500
Albany Medical College,NULL,NULL,NULL,220300
Alfred University,1057,1754,0.6602,39100
Allen School-Brooklyn,NULL,373,0.0161,29300
The Ailey School,NULL,106,0.1226,28300
American Academy of Dramatic Arts-New York,NULL,261,0.4138,26000
American Academy McAllister Institute of Funeral Service,NULL,493,0.5335,41100
Joffrey Ballet School,NULL,292,0.5103,NULL
American Musical and Dramatic Academy,NULL,1509,0.4082,26900
Apex Technical School,NULL,1152,0.0573,32000
Arnot Ogden Medical Center,NULL,64,0.9531,PrivacySuppressed
Associated Beth Rivkah Schools,NULL,179,0.8827,12700
Austin's School of Spa Technology,NULL,262,0.5611,17000
Bank Street College of Education,NULL,NULL,NULL,PrivacySuppressed
Bard College,NULL,1976,0.6265,35900
Barnard College,1357,2536,0.5315,56400
Berk Trade and Business School,NULL,295,0.122,32800
Berkeley College-New York,NULL,4368,0.0776,38800
Beth Hatalmud Rabbinical College,NULL,25,1,PrivacySuppressed
Beth Hamedrash Shaarei Yosher Institute,NULL,44,1,PrivacySuppressed
Phillips School of Nursing at Mount Sinai Beth Israel,NULL,254,0.3268,81200
Hair Design Institute at Fifth Avenue-Brooklyn,NULL,114,0.2632,15800
Boricua College,NULL,925,0.0022,32700
Bramson ORT College,NULL,480,0.2771,26900
Briarcliffe College,NULL,1355,0.2369,36900
Brittany Beauty School,NULL,114,0.6228,16400
American Beauty School,NULL,185,0.0162,PrivacySuppressed
Brooklyn Law School,NULL,NULL,NULL,109300
SUNY Broome Community College,NULL,5501,0.2721,30900
Bryant & Stratton College-Amherst,NULL,306,0.7386,22900
Bryant & Stratton College-Syracuse North,NULL,328,0.814,22900
Bryant & Stratton College-Syracuse,NULL,479,0.4468,22900
Bryant & Stratton College-Buffalo,NULL,497,0.1549,22900
Bryant & Stratton College-Greece,NULL,353,0.4816,22900
Canisius College,1078,2552,0.7273,46100
Capri Cosmetology Learning Centers,NULL,210,0.6714,20800
St Paul's School of Nursing-Queens,NULL,517,0.1277,73000
Cayuga County Community College,NULL,2454,0.8456,28700
Cazenovia College,NULL,1050,0.6762,33700
Central Yeshiva Tomchei Tmimim Lubavitz,NULL,513,0.9201,21800
Cheryl Fells School of Business,NULL,57,0.3509,PrivacySuppressed
Christ the King Seminary,NULL,NULL,NULL,NULL
Christine Valmy International School for Esthetics Skin Care & Makeup,NULL,329,0.3283,NULL
Circle in the Square Theatre School,NULL,59,0.6441,PrivacySuppressed
Clarkson University,1198,3153,0.8367,68900
Clinton Community College,NULL,1124,0.7651,30700
Cochran School of Nursing,NULL,89,0.4045,83400
Colgate Rochester Crozer Divinity School,NULL,NULL,NULL,NULL
Colgate University,1374,2834,0.6687,61300
Metropolitan College of New York,NULL,779,0.0347,37800
Columbia University in the City of New York,1473,8102,0.3798,78200
Columbia-Greene Community College,NULL,1261,0.7605,35200
Empire Beauty School-Queens,NULL,133,0.0451,15700
Concordia College-New York,895,886,0.3375,45200
Continental School of Beauty Culture-Buffalo,NULL,95,0.1263,17000
Continental School of Beauty Culture-Batavia,NULL,37,0.7297,17800
Continental School of Beauty Culture-Rochester,NULL,259,0.6023,18300
Cooper Union for the Advancement of Science and Art,NULL,873,0.3207,54000
Cornell University,1428,14226,0.4093,73600
Weill Cornell Medical College,1428,NULL,NULL,73600
Corning Community College,NULL,2558,0.8327,30600
Pomeroy College of Nursing at Crouse Hospital,NULL,299,0.8227,55100
Culinary Institute of America,NULL,2859,0.5229,42400
CUNY Bernard M Baruch College,1230,14896,0.2269,55300
CUNY Borough of Manhattan Community College,NULL,26560,0.0919,34700
CUNY Bronx Community College,NULL,10483,0.0222,32500
CUNY Brooklyn College,1115,13172,0.3268,43500
College of Staten Island CUNY,NULL,12321,0.4695,40200
CUNY City College,1125,12468,0.1497,45800
CUNY Graduate School and University Center,NULL,1463,0.2406,PrivacySuppressed
CUNY Hostos Community College,NULL,6722,0.0232,30400
CUNY Hunter College,1165,15465,0.2665,45100
CUNY John Jay College of Criminal Justice,975,12545,0.1792,43300
CUNY Kingsborough Community College,NULL,12847,0.2889,34800
CUNY LaGuardia Community College,NULL,16047,0.1045,33200
CUNY Lehman College,1025,9874,0.062,41200
CUNY Medgar Evers College,NULL,6257,0.0158,34800
CUNY New York City College of Technology,NULL,16297,0.1153,38900
CUNY Queens College,1110,15148,0.2911,47400
CUNY Queensborough Community College,NULL,13692,0.1385,36200
CUNY School of Law,NULL,NULL,NULL,75500
CUNY York College,885,7264,0.0625,39200
CVPH Medical Center School of Radiologic Technology,NULL,24,1,PrivacySuppressed
D'Youville College,1036,1707,0.7411,48300
Daemen College,NULL,1968,0.7322,39600
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NULL,34,1,NULL
Dominican College of Blauvelt,879,1534,0.3253,45900
Dowling College,NULL,1152,0.3142,42300
Dutchess Community College,NULL,6331,0.5944,33100
Belanger School of Nursing,NULL,127,0.8031,50800
Elmira Business Institute,NULL,327,0.7982,20600
Elmira College,NULL,1252,0.7955,42600
Erie Community College,NULL,10027,0.5341,31700
Fashion Institute of Technology,NULL,8229,0.4676,46800
Finger Lakes Community College,NULL,3906,0.7704,29800
Five Towns College,NULL,628,0.5016,33400
Fordham University,1273,8701,0.5928,57400
The International Culinary Center,NULL,470,0.417,36500
Fulton-Montgomery Community College,NULL,1961,0.6196,31500
Gemological Institute of America-New York,NULL,179,0.2123,40300
The General Theological Seminary,NULL,NULL,NULL,NULL
Genesee Community College,NULL,3715,0.7306,29000
Gloria Francis School of Make-Up Artistry,NULL,56,0.4643,NULL
Hamilton College,NULL,1861,0.6346,59400
Hartwick College,NULL,1384,0.6662,42800
Helene Fuld College of Nursing,NULL,459,0.0523,85600
Herkimer County Community College,NULL,2125,0.7016,30200
Hilbert College,NULL,874,0.7346,41000
Hobart William Smith Colleges,NULL,2257,0.7147,51200
Hofstra University,NULL,6716,0.5654,52400
Houghton College,1110,1014,0.7771,39900
Hudson Valley Community College,NULL,8243,0.7259,36300
Hunter Business School,NULL,893,0.4905,25500
Institute of Audio Research,NULL,351,0.2222,29100
Iona College,1005,3018,0.5779,53400
Isabella Graham Hart School of Practical Nursing,NULL,57,0.6491,37900
Island Drafting and Technical Institute,NULL,112,0.375,45100
Ithaca College,NULL,6279,0.7135,50300
Jamestown Community College,NULL,2890,0.8007,29000
Jamestown Business College,NULL,296,0.7264,25300
Jefferson Community College,NULL,2854,0.7113,30200
Jewish Theological Seminary of America,1363,152,0.9211,PrivacySuppressed
The Juilliard School,NULL,489,0.3865,30600
SBI Campus-An Affiliate of Sanford-Brown,NULL,128,0.0938,35200
Kehilath Yakov Rabbinical Seminary,NULL,147,1,PrivacySuppressed
Keuka College,NULL,1716,0.7436,41500
LIM College,962,1515,0.5518,45800
Le Moyne College,1073,2769,0.7978,49100
LIU Brooklyn,1010,4568,0.2005,46400
LIU Post,1010,3443,0.4589,46400
Long Island Beauty School-Hempstead,NULL,129,0.1008,20200
Long Island Business Institute,NULL,566,0.1519,18000
LIU Hudson at Rockland,1010,NULL,NULL,46400
LIU Brentwood,1010,10,0.4,46400
Machzikei Hadath Rabbinical College,NULL,153,0.9608,PrivacySuppressed
Mandl School-The College of Allied Health,NULL,722,0.0277,29300
Manhattan College,1097,3576,0.5699,62800
Manhattan School of Music,NULL,410,0.3049,21300
Manhattanville College,NULL,1743,0.3551,45900
Maria College of Albany,NULL,824,0.6007,40600
Marion S Whelan School of Nursing of Geneva General Hospital,NULL,30,0.9,PrivacySuppressed
Marist College,NULL,5206,0.7801,54700
Marymount Manhattan College,1038,1875,0.5653,40400
Medaille College,868,1521,0.5766,38500
Memorial College of Nursing,NULL,119,0.9076,48400
Memorial Hospital School of Radiation Therapy Technology,NULL,15,0.4667,NULL
Mercy College,NULL,6410,0.2683,37000
Mesivta Torah Vodaath Rabbinical Seminary,NULL,250,1,PrivacySuppressed
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NULL,24,1,PrivacySuppressed
Mesivtha Tifereth Jerusalem of America,NULL,49,1,PrivacySuppressed
Southern Westchester BOCES-Practical Nursing Program,NULL,172,0.0988,58900
Midway Paris Beauty School,NULL,93,0.1505,14200
Mildred Elley School-Albany Campus,NULL,731,0.2941,23000
Mirrer Yeshiva Cent Institute,NULL,145,0.9379,PrivacySuppressed
Modern Welding School,NULL,74,0.9189,38700
Mohawk Valley Community College,NULL,4613,0.7208,30100
Molloy College,1067,3373,0.5989,57500
Monroe College,NULL,5993,0.0239,28400
Monroe Community College,NULL,13385,0.6084,31800
Mount Saint Mary College,982,2140,0.6145,47900
College of Mount Saint Vincent,906,1586,0.268,50100
Icahn School of Medicine at Mount Sinai,NULL,NULL,NULL,191300
Nassau Community College,NULL,19444,0.3912,37300
Nazareth College,NULL,2078,0.7565,43900
Neighborhood Playhouse School of the Theater,NULL,81,0.3704,PrivacySuppressed
The College of New Rochelle,948,2967,0.0688,34400
The New School,NULL,6752,0.3272,43100
New School of Radio and Television,NULL,59,0.5424,PrivacySuppressed
New York Chiropractic College,NULL,NULL,NULL,45400
Star Career Academy-New York,NULL,478,0.0356,PrivacySuppressed
New York Law School,NULL,NULL,NULL,98600
New York Medical College,NULL,NULL,NULL,231400
New York School for Medical and Dental Assistants,NULL,302,0.0596,29600
New York Theological Seminary,NULL,NULL,NULL,NULL
New York University,1360,25314,0.3371,59600
Niagara County Community College,NULL,4718,0.7688,32300
Niagara University,1037,3133,0.6818,40500
Empire Beauty School-Peekskill,NULL,42,0.4524,PrivacySuppressed
North Country Community College,NULL,905,0.8365,28000
New York College of Podiatric Medicine,NULL,NULL,NULL,88600
New York Institute of Technology,1074,3951,0.2007,53400
New York School of Interior Design,1065,334,0.479,40800
Nyack College,901,1540,0.2026,40200
Ohr Hameir Theological Seminary,NULL,126,0.9524,PrivacySuppressed
Onondaga Community College,NULL,8009,0.626,31300
Orange County Community College,NULL,5354,0.5291,33800
Otsego Area BOCES-Practical Nursing Program,NULL,44,0.8864,PrivacySuppressed
Pace University-New York,1060,8371,0.5042,57000
Paul Smiths College of Arts and Science,NULL,885,0.8226,34400
Continental School of Beauty Culture-West Seneca,NULL,103,0.7961,17000
Plaza College,NULL,732,0.1243,22900
Davis College,NULL,231,0.6797,29400
Pratt Institute-Main,1085,3356,0.4032,43500
Professional Business College,NULL,0,0,17500
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NULL,158,0.9747,PrivacySuppressed
Rabbinical College Bobover Yeshiva Bnei Zion,NULL,286,1,13400
Rabbinical College of Ch'san Sofer New York,NULL,20,1,PrivacySuppressed
Rabbinical College Beth Shraga,NULL,43,0.9767,PrivacySuppressed
Rabbinical College of Long Island,NULL,152,0.9934,PrivacySuppressed
